file:GomeraZoom300.hdf5
init:(3117001, 271933)
goal:(3107401, 288733)
strategy:A*
max_depth:500000
[0][(0.000,0.000),(3117001,271933),None,None,0,19349.41859591652,19349.4186]
[1][(600.000,18.188),(3117601,271933),0,N,1,19654.00722499104,20254.0072]
[11][(1200.000,94.549),(3117601,271333),1,W,2,20169.283576765934,21369.2836]
[28][(1800.000,94.549),(3117601,270733),11,W,3,20689.127579480002,22489.1276]
[56][(2400.000,94.549),(3117001,270733),28,S,4,20400.0,22800.0000]
[59][(3000.000,94.549),(3117001,270133),56,W,5,20931.31625101489,23931.3163]
[84][(3600.000,94.549),(3116401,270133),59,S,6,20663.010429267077,24263.0104]
[99][(4200.000,94.549),(3116401,269533),84,W,7,21204.71645648675,25404.7165]
[124][(4800.000,94.549),(3115801,269533),99,S,8,20957.099035887575,25757.0990]
[131][(5400.000,94.549),(3115201,269533),124,S,9,20723.899247004654,26123.8992]
[139][(6000.000,94.549),(3114601,269533),131,S,10,20505.608988762076,26505.6090]
[150][(6600.000,94.549),(3114001,269533),139,S,11,20302.709178826357,26902.7092]
[163][(7200.000,94.549),(3113401,269533),150,S,12,20115.66553708825,27315.6655]
[188][(7800.000,94.549),(3112801,269533),163,S,13,19944.924166313594,27744.9242]
[196][(8400.000,94.549),(3112201,269533),188,S,14,19790.90700296477,28190.9070]
[206][(9000.000,94.549),(3111601,269533),196,S,15,19654.00722499104,28654.0072]
[222][(9600.000,94.549),(3111001,269533),206,S,16,19534.58471531965,29134.5847]
[233][(10200.000,94.549),(3110401,269533),222,S,17,19432.961688841977,29632.9617]
[250][(10800.000,94.549),(3109801,269533),233,S,18,19349.41859591652,30149.4186]
[269][(11400.000,94.549),(3109801,270133),250,E,19,18754.19952970534,30154.1995]
[272][(12000.000,94.549),(3109201,270133),269,S,20,18686.893802876923,30686.8938]
[291][(12600.000,94.549),(3108601,270133),272,S,21,18638.66948041088,31238.6695]
[309][(13200.000,94.549),(3108001,270133),291,S,22,18609.674903124986,31809.6749]
[328][(13800.000,94.549),(3108001,270733),309,E,23,18009.99722376436,31809.9972]
[330][(14400.000,94.549),(3108001,271333),328,E,24,17410.34175425629,31810.3418]
[333][(15000.000,94.549),(3107401,271333),330,S,25,17400.0,32400.0000]
[360][(15600.000,94.549),(3106801,271333),333,S,26,17410.34175425629,33010.3418]
[393][(16200.000,94.549),(3106201,271333),360,S,27,17441.33022449836,33641.3302]
[419][(16800.000,94.549),(3106201,271933),393,E,28,16842.80261714184,33642.8026]
[423][(17400.000,94.549),(3106201,272533),419,E,29,16244.38364481706,33644.3836]
[427][(18000.000,94.549),(3105601,272533),423,S,30,16299.69324864735,34299.6932]
[461][(18600.000,97.512),(3105601,273133),427,E,31,15703.50279396288,34303.5028]
[464][(19200.000,97.512),(3105601,273733),461,E,32,15107.613974417005,34307.6140]
[467][(19800.000,97.512),(3105601,274333),464,E,33,14512.06394693739,34312.0639]
[470][(20400.000,97.512),(3105001,274333),467,S,34,14598.630072715727,34998.6301]
[514][(21000.000,97.512),(3105001,274933),470,E,35,14007.141035914503,35007.1410]
[515][(21600.000,97.512),(3104401,274933),514,S,36,14122.322755127783,35722.3228]
[576][(22200.000,97.512),(3104401,275533),515,E,37,13536.617007214174,35736.6170]
[579][(22800.000,97.512),(3104401,276133),576,E,38,12952.219886953742,35752.2199]
[581][(23400.000,97.512),(3104401,276733),579,E,39,12369.316876852981,35769.3169]
[584][(24000.000,97.512),(3104401,277333),581,E,40,11788.1296226331,35788.1296]
[587][(24600.000,97.512),(3103801,277333),584,S,41,11954.915307102765,36554.9153]
[686][(25200.000,97.512),(3103801,277933),587,E,42,11384.199576606166,36584.1996]
[689][(25800.000,97.512),(3103801,278533),686,E,43,10816.653826391968,36616.6538]
[701][(26400.000,97.512),(3103801,279133),689,E,44,10252.804494381038,36652.8045]
[705][(27000.000,97.512),(3103801,279733),701,E,45,9693.296652842108,36693.2967]
[709][(27600.000,97.512),(3103801,280333),705,E,46,9138.92772703669,36738.9277]
[719][(28200.000,97.512),(3103801,280933),709,E,47,8590.692637965813,36790.6926]
[741][(28800.000,97.512),(3103801,281533),719,E,48,8049.844718999243,36849.8447]
[753][(29400.000,97.512),(3103801,282133),741,E,49,7517.978451685,36917.9785]
[764][(30000.000,97.512),(3103801,282733),753,E,50,6997.14227381436,36997.1423]
[783][(30600.000,97.512),(3104401,282733),764,N,51,6708.203932499369,37308.2039]
[854][(31200.000,97.512),(3104401,283333),783,E,52,6177.3780845922,37377.3781]
[866][(31800.000,97.512),(3103801,283333),854,S,53,6489.992295835181,38289.9923]
[1035][(32400.000,97.512),(3103801,283933),866,E,54,6000.0,38400.0000]
[1055][(33000.000,97.512),(3103801,284533),1035,E,55,5531.726674375733,38531.7267]
[1075][(33600.000,97.512),(3104401,284533),1055,N,56,5161.395160225576,38761.3952]
[1103][(34200.000,97.512),(3104401,285133),1075,E,57,4686.149805543992,38886.1498]
[1111][(34800.000,97.512),(3104401,285733),1103,E,58,4242.640687119285,39042.6407]
[1146][(35400.000,97.512),(3104401,286333),1111,E,59,3841.874542459709,39241.8745]
[1181][(36000.000,97.512),(3105001,286333),1146,N,60,3394.1125496954282,39394.1125]
[1194][(36600.000,97.512),(3105601,286333),1181,N,61,3000.0,39600.0000]
[1225][(37200.000,97.512),(3105601,286933),1194,E,62,2545.584412271571,39745.5844]
[1239][(37800.000,97.512),(3105601,287533),1225,E,63,2163.3307652783938,39963.3308]
[1290][(38400.000,97.512),(3106201,287533),1239,N,64,1697.0562748477141,40097.0563]
[1320][(39000.000,97.512),(3106201,288133),1290,E,65,1341.640786499874,40341.6408]
[1407][(39600.000,97.512),(3106201,288733),1320,E,66,1200.0,40800.0000]
[1514][(40200.000,97.512),(3106801,288733),1407,N,67,600.0,40800.0000]
[1524][(40800.000,97.512),(3107401,288733),1514,N,68,0.0,40800.0000]
