file:GomeraZoom300.hdf5
init:(3116401, 271933)
goal:(3108601, 288733)
strategy:GREEDY
max_depth:500000
[0][(0.000,0.000),(3116401,271933),None,None,0,18522.41884851976,18522.4188]
[1][(600.000,81.198),(3117001,271933),0,N,1,18782.971010998233,18782.9710]
[10][(1200.000,81.198),(3117601,271933),1,N,2,19058.85620912231,19058.8562]
[33][(1800.000,94.549),(3117601,271333),10,W,3,19589.79326077741,19589.7933]
[55][(2400.000,94.549),(3117601,270733),33,W,4,20124.611797498106,20124.6118]
[88][(3000.000,94.549),(3117001,270733),55,S,5,19863.534428696217,19863.5344]
[91][(3600.000,94.549),(3117001,270133),88,W,6,20408.82162203394,20408.8216]
[106][(4200.000,94.549),(3116401,270133),91,S,7,20169.283576765934,20169.2836]
[109][(4800.000,94.549),(3116401,269533),106,W,8,20723.899247004654,20723.8992]
[125][(5400.000,94.549),(3115801,269533),109,S,9,20505.608988762076,20505.6090]
[128][(6000.000,94.549),(3115201,269533),125,S,10,20302.709178826357,20302.7092]
[131][(6600.000,94.549),(3114601,269533),128,S,11,20115.66553708825,20115.6655]
[135][(7200.000,94.549),(3114001,269533),131,S,12,19944.924166313594,19944.9242]
[145][(7800.000,94.549),(3113401,269533),135,S,13,19790.90700296477,19790.9070]
[148][(8400.000,94.549),(3112801,269533),145,S,14,19654.00722499104,19654.0072]
[151][(9000.000,94.549),(3112201,269533),148,S,15,19534.58471531965,19534.5847]
[154][(9600.000,94.549),(3111601,269533),151,S,16,19432.961688841977,19432.9617]
[157][(10200.000,94.549),(3111001,269533),154,S,17,19349.41859591652,19349.4186]
[160][(10800.000,94.549),(3110401,269533),157,S,18,19284.190415985835,19284.1904]
[163][(11400.000,94.549),(3109801,269533),160,S,19,19237.463450257677,19237.4635]
[166][(12000.000,94.549),(3109801,270133),163,E,20,18638.66948041088,18638.6695]
[169][(12600.000,94.549),(3109201,270133),166,S,21,18609.674903124986,18609.6749]
[172][(13200.000,94.549),(3108601,270133),169,S,22,18600.0,18600.0000]
[175][(13800.000,94.549),(3108001,270133),172,S,23,18609.674903124986,18609.6749]
[178][(14400.000,94.549),(3108001,270733),175,E,24,18009.99722376436,18009.9972]
[180][(15000.000,94.549),(3108001,271333),178,E,25,17410.34175425629,17410.3418]
[183][(15600.000,94.549),(3107401,271333),180,S,26,17441.33022449836,17441.3302]
[186][(16200.000,94.549),(3106801,271333),183,S,27,17492.8556845359,17492.8557]
[189][(16800.000,94.549),(3106201,271333),186,S,28,17564.737401965336,17564.7374]
[192][(17400.000,94.549),(3106201,271933),189,E,29,16970.56274847714,16970.5627]
[193][(18000.000,94.549),(3106201,272533),192,E,30,16376.812876747417,16376.8129]
[196][(18600.000,94.549),(3106801,272533),193,N,31,16299.69324864735,16299.6932]
[199][(19200.000,94.549),(3106801,273133),196,E,32,15703.50279396288,15703.5028]
[203][(19800.000,94.549),(3106201,273133),199,S,33,15783.535725559086,15783.5357]
[210][(20400.000,94.549),(3106201,273733),203,E,34,15190.786681406595,15190.7867]
[213][(21000.000,94.549),(3106201,274333),210,E,35,14598.630072715727,14598.6301]
[216][(21600.000,94.549),(3106201,274933),213,E,36,14007.141035914503,14007.1410]
[219][(22200.000,94.549),(3105601,274933),216,S,37,14122.322755127783,14122.3228]
[222][(22800.000,94.549),(3105601,275533),219,E,38,13536.617007214174,13536.6170]
[223][(23400.000,94.549),(3105601,276133),222,E,39,12952.219886953742,12952.2199]
[226][(24000.000,94.549),(3105001,276133),223,S,40,13104.197800704933,13104.1978]
[229][(24600.000,94.549),(3105001,276733),226,E,41,12528.36781069266,12528.3678]
[230][(25200.000,94.549),(3105601,276733),229,N,42,12369.316876852981,12369.3169]
[239][(25800.000,94.549),(3105601,277333),230,E,43,11788.1296226331,11788.1296]
[242][(26400.000,94.549),(3105601,277933),239,E,44,11208.925015361643,11208.9250]
[245][(27000.000,94.549),(3105601,278533),242,E,45,10632.02708800161,10632.0271]
[249][(27600.000,94.549),(3105601,279133),245,E,46,10057.832768544125,10057.8328]
[253][(28200.000,94.549),(3105601,279733),249,E,47,9486.832980505138,9486.8330]
[256][(28800.000,94.549),(3105601,280333),253,E,48,8919.641248391103,8919.6412]
[260][(29400.000,94.549),(3105601,280933),256,E,49,8357.032966310471,8357.0330]
[264][(30000.000,94.549),(3105001,280933),260,S,50,8590.692637965813,8590.6926]
[269][(30600.000,94.549),(3104401,280933),264,S,51,8858.89383614004,8858.8938]
[283][(31200.000,94.549),(3104401,281533),269,E,52,8335.466393669883,8335.4664]
[286][(31800.000,94.549),(3104401,282133),283,E,53,7823.042886243178,7823.0429]
[290][(32400.000,94.549),(3103801,282133),286,S,54,8160.882305241266,8160.8823]
[294][(33000.000,94.549),(3103801,282733),290,E,55,7683.749084919418,7683.7491]
[297][(33600.000,94.549),(3104401,282733),294,N,56,7323.933369440222,7323.9334]
[300][(34200.000,94.549),(3104401,283333),297,E,57,6841.052550594828,6841.0526]
[302][(34800.000,94.549),(3103801,283333),300,S,58,7224.956747275377,7224.9567]
[309][(35400.000,94.549),(3103801,283933),302,E,59,6788.2250993908565,6788.2251]
[311][(36000.000,94.549),(3103801,284533),309,E,60,6378.08748764079,6378.0875]
[313][(36600.000,94.549),(3104401,284533),311,N,61,5939.696961966999,5939.6970]
[316][(37200.000,94.549),(3105001,284533),313,N,62,5531.726674375733,5531.7267]
[319][(37800.000,94.549),(3105001,285133),316,E,63,5091.168824543142,5091.1688]
[322][(38400.000,94.549),(3105601,285133),319,N,64,4686.149805543992,4686.1498]
[324][(39000.000,94.549),(3106201,285133),322,N,65,4326.6615305567875,4326.6615]
[327][(39600.000,94.549),(3106801,285133),324,N,66,4024.9223594996215,4024.9224]
[329][(40200.000,94.549),(3107401,285133),327,N,67,3794.7331922020553,3794.7332]
[331][(40800.000,94.549),(3108001,285133),329,N,68,3649.6575181789317,3649.6575]
[335][(41400.000,94.549),(3108601,285133),331,N,69,3600.0,3600.0000]
[337][(42000.000,94.549),(3108601,285733),335,E,70,3000.0,3000.0000]
[340][(42600.000,94.549),(3109201,285733),337,N,71,3059.411708155671,3059.4117]
[343][(43200.000,94.549),(3109201,286333),340,E,72,2473.8633753705963,2473.8634]
[345][(43800.000,94.549),(3109201,286933),343,E,73,1897.3665961010277,1897.3666]
[347][(44400.000,94.549),(3109801,286933),345,N,74,2163.3307652783938,2163.3308]
[350][(45000.000,94.549),(3109801,287533),347,E,75,1697.0562748477141,1697.0563]
[353][(45600.000,94.549),(3109801,288133),350,E,76,1341.640786499874,1341.6408]
[355][(46200.000,96.432),(3109801,288733),353,E,77,1200.0,1200.0000]
[358][(46800.000,96.432),(3109201,288733),355,S,78,600.0,600.0000]
[361][(47400.000,96.432),(3109201,289333),358,E,79,848.5281374238571,848.5281]
[364][(48000.000,96.432),(3108601,289333),361,S,80,600.0,600.0000]
[367][(48600.000,96.432),(3108601,288733),364,W,81,0.0,0.0000]
