file:GomeraZoom300.hdf5
init:(3116401, 271933)
goal:(3108601, 288733)
strategy:A*
max_depth:500000
[0][(0.000,0.000),(3116401,271933),None,None,0,18522.41884851976,18522.4188]
[1][(600.000,81.198),(3117001,271933),0,N,1,18782.971010998233,19382.9710]
[6][(1200.000,81.198),(3117601,271933),1,N,2,19058.85620912231,20258.8562]
[14][(1800.000,94.549),(3117601,271333),6,W,3,19589.79326077741,21389.7933]
[33][(2400.000,94.549),(3117601,270733),14,W,4,20124.611797498106,22524.6118]
[56][(3000.000,94.549),(3117001,270733),33,S,5,19863.534428696217,22863.5344]
[59][(3600.000,94.549),(3117001,270133),56,W,6,20408.82162203394,24008.8216]
[86][(4200.000,94.549),(3116401,270133),59,S,7,20169.283576765934,24369.2836]
[103][(4800.000,94.549),(3116401,269533),86,W,8,20723.899247004654,25523.8992]
[126][(5400.000,94.549),(3115801,269533),103,S,9,20505.608988762076,25905.6090]
[131][(6000.000,94.549),(3115201,269533),126,S,10,20302.709178826357,26302.7092]
[146][(6600.000,94.549),(3114601,269533),131,S,11,20115.66553708825,26715.6655]
[157][(7200.000,94.549),(3114001,269533),146,S,12,19944.924166313594,27144.9242]
[179][(7800.000,94.549),(3113401,269533),157,S,13,19790.90700296477,27590.9070]
[189][(8400.000,94.549),(3112801,269533),179,S,14,19654.00722499104,28054.0072]
[203][(9000.000,94.549),(3112201,269533),189,S,15,19534.58471531965,28534.5847]
[217][(9600.000,94.549),(3111601,269533),203,S,16,19432.961688841977,29032.9617]
[229][(10200.000,94.549),(3111001,269533),217,S,17,19349.41859591652,29549.4186]
[247][(10800.000,94.549),(3110401,269533),229,S,18,19284.190415985835,30084.1904]
[261][(11400.000,94.549),(3109801,269533),247,S,19,19237.463450257677,30637.4635]
[278][(12000.000,94.549),(3109801,270133),261,E,20,18638.66948041088,30638.6695]
[281][(12600.000,94.549),(3109201,270133),278,S,21,18609.674903124986,31209.6749]
[306][(13200.000,94.549),(3108601,270133),281,S,22,18600.0,31800.0000]
[327][(13800.000,94.549),(3108001,270133),306,S,23,18609.674903124986,32409.6749]
[358][(14400.000,94.549),(3108001,270733),327,E,24,18009.99722376436,32409.9972]
[360][(15000.000,94.549),(3108001,271333),358,E,25,17410.34175425629,32410.3418]
[363][(15600.000,94.549),(3107401,271333),360,S,26,17441.33022449836,33041.3302]
[409][(16200.000,94.549),(3106801,271333),363,S,27,17492.8556845359,33692.8557]
[440][(16800.000,94.549),(3106201,271333),409,S,28,17564.737401965336,34364.7374]
[460][(17400.000,94.549),(3106201,271933),440,E,29,16970.56274847714,34370.5627]
[461][(18000.000,94.549),(3106201,272533),460,E,30,16376.812876747417,34376.8129]
[465][(18600.000,94.549),(3105601,272533),461,S,31,16475.436261295177,35075.4363]
[495][(19200.000,97.512),(3105601,273133),465,E,32,15885.842753848472,35085.8428]
[498][(19800.000,97.512),(3105601,273733),495,E,33,15297.058540778355,35097.0585]
[501][(20400.000,97.512),(3105601,274333),498,E,34,14709.180806557515,35109.1808]
[504][(21000.000,97.512),(3105001,274333),501,S,35,14843.180252223578,35843.1803]
